method,p0,q0,istate,model,"SE, adi, hist inf","SE, adi, KDE inf","SE, adi, KL inf","SH, adi, hist inf","SH, adi, KDE inf","SH, adi, KL inf","SE, dia, hist inf","SE, dia, KDE inf","SE, dia, KL inf","SE, adi, average","SH, adi, average","SE, dia, average"
FSSH_g_jt,20.0,-10.0,0,Tully1,0.0009087576794708002,0.0009833901896814535,-9.521010688264024,0.0011080094374008333,0.001255284780711283,-10.842444995287211,0.0008895193393094087,0.0009461697986854364,-11.78371295209213,0.012736708334340137,0.024647438505424772,0.012625623609519425
IDA_FSSH_g_minus,20.0,-10.0,0,Tully1,0.0018001894983878765,0.0019311215925697535,-8.791946201909909,0.0026826197630237013,0.003031127849638303,-9.944614860448175,0.0038994764033972065,0.004311723228786835,-10.198853955029673,0.025673167422226705,0.03870490623239311,0.03267292585616178
FSSH_h_minus,20.0,-10.0,0,Tully1,0.000615896798026003,0.0006469069467192694,-9.744468670160899,0.0008129390095901447,0.0008955479146293369,-10.831080545170716,0.0005822559454134527,0.000642005583599941,-11.545581417945938,0.003917647102386878,0.014101458746614505,0.0042871096158441
FSSH_v_minus,20.0,-10.0,0,Tully1,0.0005578272622153236,0.0005989693437347265,-9.648732632099653,0.0010121375944045215,0.0010933616325106083,-10.823374448324289,0.00040586534937211234,0.0004223083229097349,-11.77030879395977,0.00553599281288783,0.011034186760209674,0.0046641424686087035
FSSH_g_minus,20.0,-10.0,1,Tully1,0.0004007695874647764,0.00045484792988731367,-11.511528313521143,0.0007201791230634291,0.0007958225304942495,-12.135516834662605,0.00021753329378674936,0.00022868888918446025,-13.723068315349584,0.0019651497805131934,0.011319362676822384,0.0019561890214936967
FSSH_g_plus,20.0,-10.0,1,Tully1,0.00024744533586469185,0.0002840057521359304,-11.992994846575414,0.000881255538516514,0.0009372433786288465,-12.014451939896185,0.00024790967296604497,0.0002610896774509109,-13.574239094566662,0.0016805984919951067,0.007694059504229523,0.002301213634869258
FSSH_g_jt,20.0,-10.0,1,Tully1,0.0005296892370147166,0.0005466235734047711,-11.194172499772534,0.001153932520134839,0.0012943775600659801,-11.705832476754882,0.0005732345297953835,0.000597916796516789,-12.878208625619047,0.006006335130636458,0.017000603073561413,0.008263652063732975
IDA_FSSH_g_minus,20.0,-10.0,1,Tully1,0.001828499813344148,0.0019865001397834543,-10.766419033677709,0.0028776181561342294,0.003254861713084175,-11.059895636342288,0.004453158182371672,0.004615978795683064,-11.827900664032587,0.02737218738736697,0.06758577416515811,0.04347478994833707
FSSH_h_minus,20.0,-10.0,1,Tully1,0.00035557579744225303,0.00040416252294674484,-11.702856319307017,0.0006008769842522655,0.0006353805409244679,-12.068448845938734,0.00026689700587990907,0.00027900530786259753,-13.644075447857698,0.00217899922364332,0.007887369939431284,0.0028699406738800087
FSSH_v_minus,20.0,-10.0,1,Tully1,0.00031456404677891774,0.0003364170427809642,-11.557061891921991,0.000720113141340908,0.0007866949120882375,-11.897156121857948,0.0002673500852254864,0.0002789732332186769,-12.86763896497316,0.0018583865545174535,0.011127426495675607,0.002687253467615565
FSSH_g_minus,10.0,-6.0,0,Tully1,0.0011548776350335747,0.0012288797170825593,-11.071901139940676,0.0007362278905093098,0.0007837299099767865,-11.705568614998647,0.0011354646257380507,0.001184761828791436,-11.968868216924673,0.00820068283387709,0.009444702420440815,0.010493006116892658
FSSH_g_plus,10.0,-6.0,0,Tully1,0.001042587545457604,0.0011110819611950893,-11.160105782660139,0.0011196883803293784,0.0011565155857196372,-11.359114226964946,0.0016137288145010858,0.0016751489668043313,-11.385581465463126,0.007419839783315154,0.011722842503730646,0.015618247357973764
FSSH_g_jt,10.0,-6.0,0,Tully1,0.0018859547277739078,0.0019775958426591343,-10.736461451054774,0.0009389497570491755,0.001037001862687245,-11.469605330641311,0.0018249171151459073,0.0019055372171243356,-11.361274968707228,0.016728510223818008,0.01758546378113708,0.015645897605301946
IDA_FSSH_g_minus,10.0,-6.0,0,Tully1,0.010663306594728656,0.011135040550155637,-9.14773842520092,0.005406134575274838,0.0057421970810963,-9.63465974221895,0.010394705959057643,0.01081427149008659,-9.684918519237348,0.11310288405010192,0.07947320040497641,0.09913221572328444
FSSH_h_minus,10.0,-6.0,0,Tully1,0.0009644239930314194,0.0010163532211001902,-11.519847956856298,0.0007954075386543515,0.0008560156320247349,-11.600703726940125,0.0015400816909277104,0.0016164310418756238,-11.556333940573943,0.0074587930823081655,0.010742243242248893,0.013008364613700934
FSSH_v_minus,10.0,-6.0,0,Tully1,0.0011296687191405753,0.0011988855313584954,-11.172159193940583,0.0009922989217464743,0.0010496375904860806,-11.135700370275918,0.001603724115377134,0.0016715913175181973,-11.447922406057236,0.008235906104228046,0.011258818567752139,0.014523491489745795
FSSH_g_minus,10.0,-6.0,1,Tully1,0.0004948116884810232,0.0005146379447344392,-12.226067317327812,0.0009300820998329553,0.0009981626732931542,-12.929405262216772,0.0007932822083175083,0.0008229279482174005,-12.75035874320169,0.0040027951545869404,0.013902924665752768,0.008852626276306114
FSSH_g_plus,10.0,-6.0,1,Tully1,0.0007439483212958402,0.0007721031444765705,-11.859075570653342,0.0009999419816853676,0.0009458396765514501,-13.048562533409275,0.0004655777201239952,0.0004901551914059029,-13.007872287050024,0.007040905362082662,0.008826030416569057,0.0039674231756055105
FSSH_g_jt,10.0,-6.0,1,Tully1,0.0012549512235554428,0.0013080456957177554,-11.550691536970284,0.0011867357811844795,0.0012791156582839492,-12.91987693307006,0.0011951741421476485,0.001237826507554663,-12.599939038961402,0.012644996640796997,0.013296660993115338,0.014324449016066816
IDA_FSSH_g_minus,10.0,-6.0,1,Tully1,0.005940643960975887,0.006236173004363313,-10.145084567761756,0.0035709945669115057,0.003685378746887901,-11.925712024499067,0.006003179991820116,0.00627065092818904,-10.732958163660221,0.05996719544002557,0.04021267099995331,0.055401412141633154
FSSH_h_minus,10.0,-6.0,1,Tully1,0.0005634830387296464,0.0005954243870749958,-12.22571300859103,0.0006510361915756903,0.0007049097296111117,-13.284492722440563,0.0007335320133596297,0.0007698843621580867,-12.424933941756633,0.004537065587140538,0.0052287935909025056,0.00660117821149587
FSSH_v_minus,10.0,-6.0,1,Tully1,0.000527925830080784,0.0005516881408474735,-12.246350062420179,0.0005494510049813445,0.000591577995665596,-13.554242424241508,0.0009881128452940084,0.00104642211555389,-12.183222328708789,0.004490354710478045,0.005492782428063014,0.007561525553782607
FSSH_g_minus,20.0,-6.0,0,Tully2,0.039308618634884614,0.040910519658089346,-4.5546889112519375,0.02037592368952827,0.021772480221088252,-4.534252808910898,0.0321353121006457,0.029142820835964364,-4.5208974008386305,0.30257191269955375,0.26848040361948744,0.22735203609911583
FSSH_g_plus,20.0,-6.0,0,Tully2,0.03825536694738019,0.03557179488954365,-4.61665652611876,0.021006021555030435,0.02256404024841821,-4.455324956456007,0.03175380335742104,0.03406164953112417,-4.3794489271053525,0.30265330021324327,0.266440297029081,0.22808341253598075
FSSH_g_jt,20.0,-6.0,0,Tully2,0.03807006457792476,0.03577209909014691,-4.676645457122579,0.02044867260827271,0.022021550527609037,-4.423701588905159,0.03200646728979143,0.028799946698227847,-4.453106028626282,0.30046774129958964,0.2647002727018394,0.2242143565710431
IDA_FSSH_g_minus,20.0,-6.0,0,Tully2,0.03382097111425018,0.034734902387273704,-4.5996084268827895,0.024177402070256003,0.026878510657624616,-4.138725381028402,0.028712814987282686,0.029417632845134475,-4.030429352776095,0.3090597705983993,0.30517570482576956,0.28097145558734343
FSSH_h_minus,20.0,-6.0,0,Tully2,0.03675579339432552,0.0437803957826736,-4.417830909389372,0.021077740426092697,0.022531226939802227,-4.475166021259452,0.032659431860351765,0.032354888616862136,-4.596941266580306,0.30266567022321994,0.2683591290322679,0.22730549770919434
FSSH_v_minus,20.0,-6.0,0,Tully2,0.03678853897848444,0.044372469043668525,-4.551479293370421,0.02026671645154162,0.021740941983019325,-4.428417083640799,0.03264568034434396,0.03414432849377146,-4.285039968138383,0.303001581015402,0.2680993807587674,0.22738304544204616
FSSH_g_minus,20.0,-6.0,1,Tully2,0.03162274778884598,0.035733131587370695,-6.830292763592963,0.017856934222337802,0.020019093791178083,-6.01469648021962,0.027138708791224844,0.026611216176597605,-5.3353236945003975,0.24935428471916932,0.24621795876118915,0.24024969105294783
FSSH_g_plus,20.0,-6.0,1,Tully2,0.03075131486945512,0.02549930202648282,-7.12458812902946,0.018623684646865462,0.020697228403110828,-5.969490504043132,0.028960146717914803,0.034106487012991536,-5.488939564986911,0.25021219435820125,0.24739108462669154,0.2404175828380917
FSSH_g_jt,20.0,-6.0,1,Tully2,0.030291660104183653,0.024710062720920054,-7.0442787898743875,0.01788210825584354,0.018711571380326187,-6.181601505658615,0.028276165231830616,0.02384091801726583,-5.613922871025371,0.2440517176806548,0.23697498650879478,0.23260352685070618
IDA_FSSH_g_minus,20.0,-6.0,1,Tully2,0.027482921503531595,0.03229736058041509,-6.865376488261854,0.020325252736697278,0.022284240469329506,-6.166832214118002,0.02324584925217851,0.025350395479880876,-6.086608867442688,0.2663609770530694,0.275236630877077,0.265269870465882
FSSH_h_minus,20.0,-6.0,1,Tully2,0.03115288453391926,0.02750405192399328,-7.051722011165694,0.018330614205119906,0.019912542714211317,-6.017726482517932,0.028431311947699024,0.033023041570643,-5.528987592527509,0.25003948914995877,0.24961458983223445,0.24015850385659007
FSSH_v_minus,20.0,-6.0,1,Tully2,0.03317801014786199,0.0413384775230206,-6.982562741362532,0.01852815155930147,0.020928291206551097,-6.118860113967436,0.027350760524165237,0.024442506956653846,-5.6972253016298975,0.24758222602954233,0.24508544098332213,0.2363259772227064
FSSH_g_minus,20.0,-10.0,0,Tully2,0.036164169138678426,0.0406086711281658,-4.816949967017198,0.018830631788956626,0.020956133852001287,-4.7333697697873305,0.02886815964754302,0.032663548584854256,-5.20901352680993,0.269396373136478,0.23793180887011656,0.20189705719113268
FSSH_g_plus,20.0,-10.0,0,Tully2,0.035589101710967366,0.0393875636633615,-4.795816840812518,0.018879406277578194,0.019983492078435708,-4.411563758349616,0.028051956812395012,0.03129768719010116,-4.193905581042484,0.2694411768899118,0.2381290186521387,0.20032782270369223
FSSH_g_jt,20.0,-10.0,0,Tully2,0.03617661601630321,0.040632317742489626,-4.638802027804877,0.018299259999743186,0.019393983737979834,-4.499379649662968,0.02784240307733117,0.030545041999190264,-4.47586077349426,0.2691883382601443,0.23741979366598148,0.19869251137979319
IDA_FSSH_g_minus,20.0,-10.0,0,Tully2,0.030011670495690694,0.03314278090104741,-4.954375576574962,0.023192185223747094,0.02543853029229489,-4.155405298258482,0.025590512691318956,0.02730231482503351,-4.14009714566516,0.24744916612103404,0.2559739258563372,0.2406210576875308
FSSH_h_minus,20.0,-10.0,0,Tully2,0.03602066996181275,0.039673631691582965,-4.638864313441211,0.01883780648007788,0.019735410314279937,-4.553960823757986,0.027758710219651855,0.02987957903711938,-4.828257263074764,0.27002888333527464,0.23837868472087975,0.1997205834933082
FSSH_v_minus,20.0,-10.0,0,Tully2,0.03518252065441728,0.040045880527620877,-4.689740595832645,0.01854628033426114,0.02091370351284711,-4.689859738901244,0.027271945169301478,0.030626123839182517,-4.988279709101069,0.2700822004126372,0.24098132136754605,0.20023309551430643
FSSH_g_minus,20.0,-10.0,1,Tully2,0.02798344205917151,0.034869034405687026,-6.203853167163612,0.017767473178762018,0.018254372761694074,-6.486142854799679,0.02879288986147074,0.03271510404096408,-5.510846825014321,0.20206802455122913,0.21294497184440078,0.21410112379502289
FSSH_g_plus,20.0,-10.0,1,Tully2,0.028403953155039626,0.029164422146587203,-6.180008477706954,0.017802049142565557,0.018724774231408035,-5.886537571201862,0.026733408061145072,0.02780291760264745,-5.064305256874765,0.2028688269172185,0.21382004163980492,0.2156187937597594
FSSH_g_jt,20.0,-10.0,1,Tully2,0.02842222204369635,0.030135360111783766,-6.160850027278371,0.01750243999539873,0.019238997559945906,-5.835033161447412,0.027755927932112488,0.02974501887127164,-4.8316869753781635,0.2000476463948898,0.20487716442694295,0.2084871322919125
IDA_FSSH_g_minus,20.0,-10.0,1,Tully2,0.024450771117879983,0.026347524910310446,-5.942695127475505,0.01839340347201069,0.019977933874183448,-5.825961176089006,0.023133000177451114,0.024872385631485333,-5.025885977413155,0.2084546235048161,0.23171609044510832,0.23178575864731515
FSSH_h_minus,20.0,-10.0,1,Tully2,0.028569904505052913,0.02881187965247782,-6.366022478806097,0.017035758853347526,0.018446635166118674,-6.200669465111177,0.027828731212349453,0.030724142474614045,-5.052532180081519,0.20292938170131017,0.2124314464485655,0.21741635908689147
FSSH_v_minus,20.0,-10.0,1,Tully2,0.02833293571558588,0.028660377122531618,-6.522038287158317,0.016906466672298295,0.018009911998652785,-6.151051976399968,0.027148399976048065,0.028650315203598384,-4.917609208938717,0.20282435786499373,0.21185483859332965,0.21716698770694237
FSSH_g_minus,10.0,-6.0,0,Tully2,0.04490193105494583,0.046514301874247835,-2.6661483454115054,0.021074509943541583,0.023789452142274063,-2.6247560605974365,0.031663983367152024,0.03347121223953575,-2.042699543087935,0.38914709630999317,0.32417774329027615,0.22875876913740317
FSSH_g_plus,10.0,-6.0,0,Tully2,0.045286907376841434,0.046732657282876705,-2.508851714146611,0.020990496459835008,0.023453651782055458,-2.5145744092317956,0.031141474750456997,0.03302778156107497,-2.369650003771419,0.39013418693594315,0.321929261813191,0.22663457180309463
FSSH_g_jt,10.0,-6.0,0,Tully2,0.04513302888284732,0.0465355577064505,-2.6022297803352097,0.020867170775960342,0.023417968950158612,-2.875080425902489,0.03058721500192968,0.03263046305936506,-2.7101845190548364,0.38761716755102354,0.3215712171107872,0.2290369157705426
IDA_FSSH_g_minus,10.0,-6.0,0,Tully2,0.038896871589802415,0.040879824977851205,-2.7690408385161533,0.02010762033219746,0.022808288207800342,-2.6942305999435465,0.03165874599483099,0.03310470851424247,-2.274466715278531,0.315712256256379,0.293169567897671,0.23412127952411996
FSSH_h_minus,10.0,-6.0,0,Tully2,0.04504497338802427,0.04674519863443962,-2.669948343019705,0.020997305134858507,0.0239424611301576,-2.720100504465155,0.031095340952706954,0.032851294934441395,-2.25435252304071,0.38921633159371366,0.3223599182030122,0.22558064807667175
FSSH_v_minus,10.0,-6.0,0,Tully2,0.04509121374367609,0.04674554644526125,-2.7305891883915625,0.021054776499031348,0.023398489131450213,-2.9534984654165566,0.030866861315180676,0.03261585398320067,-2.6849706073489736,0.39015914002034924,0.3244579609682548,0.22632642913352916
FSSH_g_minus,10.0,-6.0,1,Tully2,0.033678412241477225,0.03606696185949831,-3.4258381722851854,0.021423261788249534,0.02258224387023891,-2.729408714158784,0.032418117821585477,0.03383857855668479,-2.1969014295287383,0.2301165660543853,0.24164371395394102,0.25450370325015725
FSSH_g_plus,10.0,-6.0,1,Tully2,0.034046766692784024,0.03595016982918888,-3.2197766497222893,0.021006102360015513,0.022043755653277597,-2.600320050849813,0.0328847982231235,0.0342457393473368,-2.231089422258319,0.23103918017242622,0.24480740478611474,0.2562622929942437
FSSH_g_jt,10.0,-6.0,1,Tully2,0.03367598811715902,0.03601490126961831,-3.254404522262244,0.021721205517134662,0.023061612809342574,-2.77983924196097,0.03305949387404198,0.03465304798743161,-2.8752822765119994,0.23138534654423246,0.24676904045018358,0.25930105795363717
IDA_FSSH_g_minus,10.0,-6.0,1,Tully2,0.03140290066856565,0.032788239650550326,-3.263053171429108,0.02460270073013007,0.025843868225782787,-2.9183111458206175,0.029396682296578616,0.03080131951771897,-3.2237214872860256,0.26641388414763106,0.2939425606396875,0.3280755826573625
FSSH_h_minus,10.0,-6.0,1,Tully2,0.03408168154255303,0.036457364260356326,-3.234023670072199,0.020645749145208878,0.022152715836662337,-3.1207584857971042,0.0315417963008194,0.03289080250459143,-2.9981324790368795,0.2304797413477576,0.2415522418346824,0.2536066176109878
FSSH_v_minus,10.0,-6.0,1,Tully2,0.03376514386561301,0.035952740253021906,-3.2361946068316025,0.020948900893540817,0.02190011321813875,-2.5563718768310046,0.03205164721353333,0.033462660983303444,-2.1896429749742445,0.23100662100026426,0.24185041720624384,0.25478415063995824
