method,p0,q0,istate,model,"SE, adi, hist inf","SE, adi, KDE inf","SE, adi, KL inf","SH, adi, hist inf","SH, adi, KDE inf","SH, adi, KL inf","SE, dia, hist inf","SE, dia, KDE inf","SE, dia, KL inf","SE, adi, average","SH, adi, average","SE, dia, average"
FSSH_g_jt,20.0,-10.0,1,Tully1,0.004428606509007468,0.0053545921817011516,-12.539251619227676,0.005253276723289961,0.006200998678815307,-12.708517930624653,0.0043841020105657305,0.00524265845571687,-13.289541845989877,0.11650381332063572,0.11704533625835406,0.11509860099285685
IDA_FSSH_g_minus,20.0,-10.0,1,Tully1,0.004296363158927165,0.004991021888100762,-12.901307344331086,0.0037477894531979905,0.004390630354846453,-13.11432044990152,0.005626749225240448,0.0062079366100298815,-13.172632740516965,0.08567325359042968,0.09617279498037573,0.08961269277355399
FSSH_h_minus,20.0,-10.0,1,Tully1,0.003908004115688864,0.004664888256650894,-13.175904605922979,0.0047176866201501235,0.0057092163367612955,-13.306770474278414,0.004058341714750679,0.004941299685121637,-13.840378637608906,0.11592003204499399,0.11604389304390315,0.11446391188349207
FSSH_v_minus,20.0,-10.0,1,Tully1,0.003944204590199903,0.004574392814309065,-12.534283406760665,0.005055269733452119,0.005914150080669213,-12.650888857492097,0.004023241551150345,0.004913074250590239,-13.083043625777158,0.11560574962367325,0.11586575143659474,0.11415557863751165
FSSH_g_minus,10.0,-6.0,0,Tully1,0.003929664919594334,0.004231268547962404,-10.646201531795427,0.003337772194090598,0.0036326220006700875,-11.065130359043158,0.0039394208356797866,0.004262386011824403,-11.210361163895815,0.05923462155917166,0.059327194385818564,0.06236824733263718
FSSH_g_plus,10.0,-6.0,0,Tully1,0.0037780036973859435,0.004092462689012456,-10.887460528955593,0.0037613048942014378,0.0040315364251668154,-10.990130787608765,0.004240938664975152,0.0046050149533153235,-11.202286464128088,0.05834948508075833,0.05870134509675432,0.062154927846147304
FSSH_g_jt,10.0,-6.0,0,Tully1,0.004620586916639794,0.00491187870004603,-10.348816294104406,0.003702246897911471,0.004007206271941318,-10.707815522458572,0.004682307847122501,0.004992706262623867,-10.798965219776514,0.06382664075332245,0.0639417141692208,0.06599586954098607
IDA_FSSH_g_minus,10.0,-6.0,0,Tully1,0.010488234174107165,0.011019427240115877,-9.846234322619633,0.00540724183362993,0.0056227945914163946,-10.282221366496273,0.01003198568268478,0.010582312381337312,-10.15619905291658,0.09571318417412701,0.0769602314564459,0.09083798061240983
FSSH_h_minus,10.0,-6.0,0,Tully1,0.003627465753605214,0.003921181081150747,-11.064394739985223,0.003263384125582188,0.0035930759192297976,-11.255365758225183,0.004046107500211195,0.004427892879220122,-11.165934514520695,0.0586547000919385,0.0589088697964129,0.06193459404514482
FSSH_v_minus,10.0,-6.0,0,Tully1,0.004017810185158491,0.004313138446009852,-10.464716688861465,0.0036075358126912466,0.0039219450505358034,-10.532230769638161,0.004297171354740875,0.004627781115306458,-10.835258015704225,0.05906988540750367,0.05931877262003628,0.06253805995987329
FSSH_g_minus,10.0,-6.0,1,Tully1,0.0044212943369324395,0.004811594669828096,-10.90186938644891,0.004517281005707406,0.004929794162732998,-11.334385763703075,0.004710689376291648,0.005129986002015134,-11.296937317781424,0.08060244659709954,0.08115040893331524,0.08148757227390944
FSSH_g_plus,10.0,-6.0,1,Tully1,0.004621055429622614,0.005080594684305888,-10.65783756517197,0.004619413667709392,0.004963412877825215,-11.347566743559193,0.004275194459578071,0.004730529454148406,-11.40389176715474,0.07912329276224744,0.07921273691672645,0.07988357850659489
FSSH_g_jt,10.0,-6.0,1,Tully1,0.0048780578604428575,0.005286063898104653,-10.616239809904933,0.004783545106474277,0.005177996512131242,-11.331284878391815,0.004794247106992723,0.005182839253327593,-11.184454642098569,0.07836355190773307,0.0784174654930648,0.07915609743466362
IDA_FSSH_g_minus,10.0,-6.0,1,Tully1,0.007106189542577663,0.007720341794101762,-10.055295464733994,0.006626031819328818,0.006694809906252408,-10.9763182927788,0.006989092309377029,0.0076277919645753745,-10.582947837977196,0.07866738786184123,0.07210447352979907,0.07952387111141838
FSSH_h_minus,10.0,-6.0,1,Tully1,0.00450818245141157,0.004945259802290529,-10.789703160026084,0.004555876199068134,0.004986641525566553,-11.297770190201167,0.004728590690990825,0.005191608161322931,-11.183729177286036,0.08029811967681827,0.08031914891711536,0.08110822836841317
FSSH_v_minus,10.0,-6.0,1,Tully1,0.004431182895030154,0.004870824404865947,-10.795319327818751,0.004334512749168773,0.0047101005501389345,-11.516650480162296,0.004979950756718993,0.005372758209106732,-10.843045503740498,0.08034864980440372,0.0803797811148971,0.0811907535202068
FSSH_g_minus,20.0,-6.0,0,Tully2,0.035058346846786506,0.039130598736767774,-6.541103038427887,0.02018048390181662,0.020325340432709085,-6.507698088961431,0.030329910151587786,0.02791175620415022,-5.076555181715043,0.218836336033058,0.19533387917839992,0.1641593562156177
FSSH_g_plus,20.0,-6.0,0,Tully2,0.03467535014621318,0.03097186233181194,-6.271378284207614,0.020877308478932093,0.022746346965159262,-6.101338048289315,0.029934229630539735,0.02571163798042576,-4.937420718907548,0.21899091530224338,0.19404310567604047,0.1647990425854378
FSSH_g_jt,20.0,-6.0,0,Tully2,0.03434529844411084,0.02803820269121556,-6.347852660748482,0.019348426407215628,0.01891085358908843,-6.187492118566438,0.02947187600528153,0.025479138107744853,-5.1508051967769255,0.2170554684523919,0.19236881708962814,0.1614759958135141
IDA_FSSH_g_minus,20.0,-6.0,0,Tully2,0.030946690761147484,0.033732227087717156,-6.261047416100842,0.02359060622342682,0.025920960882910047,-5.9438625144274795,0.02687626697060838,0.025603729763959655,-4.939388144467674,0.2228540047804047,0.2201613997808191,0.20130509164785354
FSSH_h_minus,20.0,-6.0,0,Tully2,0.03367605870227912,0.0425516503091279,-6.380794387725743,0.020708455652636525,0.020267361812985364,-6.381871402566285,0.030814918019109273,0.032641423598481954,-5.251757222737831,0.21869051491433278,0.19501435438228448,0.163917691895918
FSSH_v_minus,20.0,-6.0,0,Tully2,0.03370880788636074,0.043708352332141945,-6.316056558352093,0.02074330236483863,0.019552773154895904,-6.175568122141978,0.0308873636893219,0.034018978680715614,-5.048570420588771,0.21891685795099894,0.19482877258720926,0.16400407173621193
FSSH_g_minus,20.0,-6.0,1,Tully2,0.030571119188723413,0.02256225405332591,-7.444007274336009,0.017999033411809164,0.019992007996804357,-7.069418410169621,0.02767000461262291,0.02414437584478459,-5.599474479395228,0.18812754602145793,0.1860506262456937,0.17849239859741264
FSSH_g_plus,20.0,-6.0,1,Tully2,0.03024446558795916,0.02718524383456351,-7.725078916155003,0.018880866270119638,0.0205003182774624,-7.15119276932812,0.028584512244105492,0.022827164277931924,-5.836937027836794,0.18881397997969773,0.18694604117067037,0.1788311611856911
FSSH_g_jt,20.0,-6.0,1,Tully2,0.030375752194502937,0.02255138030952171,-7.930366546693431,0.0182496984179907,0.018554650159070565,-7.607820659809233,0.029252045565170297,0.026247527116870575,-5.890959344398347,0.18314729092032847,0.1784401351586524,0.17202500292215428
IDA_FSSH_g_minus,20.0,-6.0,1,Tully2,0.027033859342253743,0.02773319914869123,-7.613180231859477,0.020343838966901676,0.019635186474277994,-7.287917444717957,0.023661121246651186,0.022765306636900656,-6.461010754748686,0.19727389801172748,0.20327446292313933,0.194130306481223
FSSH_h_minus,20.0,-6.0,1,Tully2,0.030369284690376683,0.026559634875087376,-7.737544104059807,0.018097958648381797,0.01944005263050499,-7.160285874301895,0.02832241753048742,0.022598037807870917,-5.697521903528204,0.18859805020517123,0.18831641777222569,0.17857267446881644
FSSH_v_minus,20.0,-6.0,1,Tully2,0.03201666932384669,0.043715517805968114,-7.8056939449165545,0.018094093141907547,0.018001203907832698,-7.4170531462289215,0.028350141938104995,0.026415551986983254,-5.784057483026998,0.18612064305170495,0.1844609745667175,0.1751740262299408
FSSH_g_minus,20.0,-10.0,0,Tully2,0.030888273508805835,0.03100763658097734,-6.347258729295675,0.018719611163480997,0.01987019185461775,-6.180290856549583,0.026332363968278833,0.029656688876687355,-5.129832293026288,0.19504038190429648,0.17337623966372212,0.14564684818979598
FSSH_g_plus,20.0,-10.0,0,Tully2,0.030788713093724406,0.03243826443959533,-6.3609408688761855,0.018501172496111235,0.019448628796221046,-6.0738379516165,0.026134445032658972,0.029500158533209038,-4.653614622951921,0.19502439266129165,0.17345879796975017,0.14447648734157703
FSSH_g_jt,20.0,-10.0,0,Tully2,0.03116723214384085,0.03381341547969594,-6.58464457200529,0.018599686780224285,0.01777582048433824,-6.474814079087847,0.02481619290726642,0.027279035000518266,-5.0399897999994945,0.19441078841755796,0.17247739891854283,0.14276335483881436
IDA_FSSH_g_minus,20.0,-10.0,0,Tully2,0.02623509141268657,0.029336950067595492,-6.424592694054956,0.020949941429624058,0.02242425536469304,-5.936792397484051,0.023594144289653313,0.026462896154144912,-4.743334495209674,0.17938111968968984,0.18526566479864015,0.1723573134427846
FSSH_h_minus,20.0,-10.0,0,Tully2,0.0314052335311408,0.037876056146313244,-6.50738438194633,0.01867935742370417,0.01749550715046614,-6.415964082745169,0.025785421906476903,0.029583290324132882,-4.996687905229237,0.1952636275561782,0.173442451531851,0.1439698171609451
FSSH_v_minus,20.0,-10.0,0,Tully2,0.03050384920585938,0.03604664507352537,-6.486498817870935,0.01927960814175548,0.02136926322714534,-6.429772208650815,0.025093558586457267,0.0250635631443206,-5.145040646377544,0.1951376191654229,0.17504996871667217,0.1441198318144087
FSSH_g_minus,20.0,-10.0,1,Tully2,0.025964876183044244,0.02553200123317711,-6.981495405984725,0.016819146165608808,0.015158532016126422,-7.293401435949347,0.026673784232567825,0.02797354872261974,-5.291694127249254,0.15405950366674767,0.16121838578131495,0.15828821461751832
FSSH_g_plus,20.0,-10.0,1,Tully2,0.02621154969697585,0.028829201999293647,-7.201718285789161,0.017357248971202038,0.01680971119331483,-7.120658326065999,0.0257136058072545,0.026410758538971575,-5.298828126335197,0.1548217324393733,0.1620228177497499,0.15947112162556698
FSSH_g_jt,20.0,-10.0,1,Tully2,0.026248814357954484,0.03140339291028411,-7.089520765770365,0.016246481319191874,0.01908794998049877,-7.016850733704627,0.026568402926180186,0.028233632474680748,-4.784151053135559,0.1512730289879972,0.15447111424777227,0.15336146576606483
IDA_FSSH_g_minus,20.0,-10.0,1,Tully2,0.022461644203143786,0.026768792749388825,-6.779282251408644,0.017679403998724662,0.018207333739321607,-6.815638782542872,0.022368344075604944,0.02450643038933779,-5.048337414418586,0.15612986371128548,0.1717441195436399,0.16934081145576121
FSSH_h_minus,20.0,-10.0,1,Tully2,0.026073912122018265,0.026165946226910663,-6.999645010814284,0.016922482242363073,0.01695825170987493,-7.121018399993038,0.0269200946244745,0.03211328585119083,-5.2659133210133175,0.15537323893296182,0.16159899788611343,0.16103605838584154
FSSH_v_minus,20.0,-10.0,1,Tully2,0.026194587158830673,0.028391521767233835,-7.222920079927443,0.016675601646013127,0.01600322602685787,-7.230984682339074,0.026396089749427077,0.029973205669369757,-5.091534150461789,0.15508053190629564,0.16100418510824163,0.1607535091704709
FSSH_g_minus,10.0,-6.0,0,Tully2,0.0366787310383858,0.03896576771245653,-4.247042051452837,0.020484215195481527,0.022125370557160982,-4.086481685124175,0.02617574479872872,0.028164801148271676,-3.3517979321376963,0.2764227332048587,0.23073231410355816,0.1624757486576924
FSSH_g_plus,10.0,-6.0,0,Tully2,0.036942818606370345,0.038828161978614266,-4.3753463820736584,0.02020299287241792,0.02087693497665469,-4.2951267142717215,0.02544070306229777,0.027495364827400334,-3.6447888172748155,0.2770615176051899,0.22908506593708647,0.16096511431235716
FSSH_g_jt,10.0,-6.0,0,Tully2,0.03751842814886532,0.04086437766151498,-4.233246867762046,0.020561187679414568,0.021476366107209925,-4.217568495791485,0.025764608520649775,0.027675353925548225,-3.707131822350175,0.2754444490497935,0.2290199424924861,0.16263509821722896
IDA_FSSH_g_minus,10.0,-6.0,0,Tully2,0.0316221456083594,0.03477847882466998,-4.391206087527872,0.019441029395947575,0.019773967864660638,-4.139787314273647,0.02684217764175975,0.028707257356447274,-3.295480805345071,0.22444495526716088,0.2085967912991105,0.16646503916223335
FSSH_h_minus,10.0,-6.0,0,Tully2,0.03687982019306175,0.03949967192237764,-4.084028929362441,0.02095947121558383,0.022148356932264603,-3.962417970129246,0.02577579923776679,0.027454746609500192,-3.419731066906954,0.27647542746475473,0.22946011425542215,0.16023919694115796
FSSH_v_minus,10.0,-6.0,0,Tully2,0.03679396528797075,0.038832752667594596,-4.308155711944878,0.020671123242471168,0.02144552287813474,-4.2971619172179905,0.025270016258098972,0.02730267064524054,-3.589028515541147,0.27708060463201256,0.23086374425268946,0.1607377168961899
FSSH_g_minus,10.0,-6.0,1,Tully2,0.029214112708672316,0.03300910588841342,-4.268081744767525,0.019981490813113047,0.020582435347999375,-3.9863335690098154,0.02944029400122388,0.0309318845763167,-2.7291245292607926,0.17216175419259766,0.17988522692836206,0.18691340589263025
FSSH_g_plus,10.0,-6.0,1,Tully2,0.029602242608817112,0.031028559936278066,-4.433720735183525,0.01966375183759398,0.019122744756032515,-4.027680851825715,0.02981677682969779,0.03228405117692491,-2.9424019120968095,0.17293778883608407,0.18216272983021778,0.18819878671063375
FSSH_g_jt,10.0,-6.0,1,Tully2,0.029439590207868484,0.032062325550461124,-4.350368164457278,0.01974910597900588,0.020032158042307343,-4.100368939606315,0.030109705331676184,0.03207128477797115,-3.154526629933874,0.1735208648642904,0.18381344049852888,0.19056246684546113
IDA_FSSH_g_minus,10.0,-6.0,1,Tully2,0.02797990012364853,0.030861584207195182,-4.16542576782511,0.0225211901400431,0.022948502130694146,-4.086630286067173,0.02723461829502714,0.028521117809904104,-3.3905597375222745,0.19384159802499032,0.21280860125774154,0.23549522827313524
FSSH_h_minus,10.0,-6.0,1,Tully2,0.029428734907178823,0.03314497816081479,-4.304660316179005,0.019210800226575453,0.02034972200757049,-4.211448436999542,0.02874868955359801,0.03023678677058056,-3.108201524746276,0.17242548550049258,0.17984391908512337,0.18632863920523685
FSSH_v_minus,10.0,-6.0,1,Tully2,0.029572881957399925,0.03163701349825194,-4.193200612349834,0.019402839628166874,0.01920470777611371,-3.838286670525904,0.029125852816374004,0.03153795813936968,-2.8146607007946307,0.17292774849405512,0.1801882040469365,0.18729079145991506
