method,p0,q0,istate,model,"SE, adi, hist inf","SE, adi, KDE inf","SE, adi, KL inf","SH, adi, hist inf","SH, adi, KDE inf","SH, adi, KL inf","SE, dia, hist inf","SE, dia, KDE inf","SE, dia, KL inf","SE, adi, average","SH, adi, average","SE, dia, average"
FSSH_g_jt,20.0,-6.0,0,Tully2,0.03331371643481964,0.027406743712923006,-7.4232233817320505,0.02266964406009792,0.023706014728272173,-7.162965111498782,0.0292153234838496,0.026010936572606738,-5.582635326703947,0.2223913552173978,0.2044131024288719,0.16617241666280252
IDA_FSSH_g_minus,20.0,-6.0,0,Tully2,0.029609609982617777,0.0318669204354997,-7.085599528174309,0.021198468882843317,0.023018655479074994,-7.170135449232198,0.02571946668060142,0.026821692269752707,-5.319349348233024,0.24766841790581123,0.26148803648130586,0.22837636600201253
FSSH_h_minus,20.0,-6.0,0,Tully2,0.033075075081040864,0.027657074942731567,-7.583937930818577,0.021606120923127484,0.020424223214838718,-7.361393672806772,0.028582058165183923,0.025301535247632578,-5.764730225849277,0.2241774477576936,0.20641496193719217,0.16897545584166684
FSSH_v_minus,20.0,-6.0,0,Tully2,0.03301319721126333,0.0275532119413385,-7.322875443276832,0.02141657030161115,0.022079691366693008,-7.2368357810522,0.027350076801883637,0.03191655862143707,-5.605627426943254,0.2244286616438648,0.2063647584103525,0.16911444077737295
FSSH_g_minus,20.0,-6.0,1,Tully2,0.028841239265091072,0.026578481534336673,-8.149775252724783,0.019110836873608823,0.018780035280813002,-7.342960332600954,0.02690455925967276,0.02566531966914877,-5.916000557330315,0.19941972047749487,0.1906629874121165,0.19126797446347255
FSSH_g_plus,20.0,-6.0,1,Tully2,0.029026940139934215,0.02215795289589244,-8.419188698307286,0.020716086668040423,0.02255469358059677,-7.4229957647357105,0.027004496223890957,0.024518708815562763,-6.158432603349022,0.2003906978468125,0.19284570271991225,0.1920835766777093
FSSH_g_jt,20.0,-6.0,1,Tully2,0.030028503545071864,0.027269122756775427,-8.639288419890967,0.018354876764722236,0.018032117511072403,-7.851420590039964,0.028301853113757894,0.024146919247349727,-6.276030538620754,0.19210261482411645,0.1756774541355961,0.18264675568121075
IDA_FSSH_g_minus,20.0,-6.0,1,Tully2,0.026155568270400366,0.027294903571617082,-8.086748912105692,0.021003820817457004,0.022393652369394775,-7.481858926527964,0.023233322912120817,0.024237270081562946,-6.587614209088959,0.22246483268488063,0.21334185116630627,0.2206720633725237
FSSH_h_minus,20.0,-6.0,1,Tully2,0.02910499462018452,0.026308390513152296,-8.437958683924638,0.01955295605863031,0.022067215027699816,-7.4392380686106865,0.02639383838927188,0.022879863468841105,-6.021228992056273,0.2000401606425599,0.19691015202415332,0.19170137125797262
FSSH_v_minus,20.0,-6.0,1,Tully2,0.02872271188716757,0.0236718432212277,-8.527559030452206,0.019668360545202764,0.01934213412479215,-7.609749943117216,0.027912844605809443,0.02332017786615468,-6.110065120767864,0.1964378595547126,0.18823727814775187,0.18717645603266267
FSSH_g_minus,20.0,-10.0,0,Tully2,0.0296025480764248,0.024937601946948957,-7.784849433459659,0.019284720266980675,0.020486925118815117,-7.648970951837732,0.02472016883408399,0.01947757044367071,-6.062253725949159,0.2011222834900207,0.18020404587550037,0.15288775269343113
FSSH_g_plus,20.0,-10.0,0,Tully2,0.029684592727475943,0.025420606560952987,-7.892455739816864,0.019281957789711833,0.02164340434090501,-7.562104256270535,0.024515571635297814,0.021199331291047206,-5.586680450875458,0.20104849055951315,0.17974474309246188,0.15169096181452082
FSSH_g_jt,20.0,-10.0,0,Tully2,0.028664654013412484,0.02567899131094281,-8.058371958273932,0.01881347872202007,0.01888865974287499,-7.868999829759681,0.024549121029928303,0.01980516110824811,-6.016747387421928,0.2003734480979405,0.1771398086187965,0.1490417333395647
IDA_FSSH_g_minus,20.0,-10.0,0,Tully2,0.026084650934455077,0.023077943204042526,-7.856744718371748,0.01827112010606541,0.019455229036598635,-7.5506299270832,0.02248326581827871,0.021635223713110475,-5.47476134721888,0.19563082038271074,0.21660704960636112,0.19383332552018015
FSSH_h_minus,20.0,-10.0,0,Tully2,0.02964624327755152,0.02384629822707542,-7.9501240142616005,0.018451703127198474,0.019707796824760843,-7.900772632679935,0.02416730190730749,0.019612713446993942,-5.972932909821084,0.2012967886480456,0.17952432782455396,0.15118341518486525
FSSH_v_minus,20.0,-10.0,0,Tully2,0.030319076651930576,0.02644735654436361,-7.968048793343714,0.01875168726783437,0.017388196485302737,-7.867466135000023,0.02355074488634946,0.02173120176645077,-6.010059174465992,0.20114512771442652,0.17927028547302404,0.15097192039544466
FSSH_g_minus,20.0,-10.0,1,Tully2,0.024951996405768968,0.023343592567914847,-8.266176295771643,0.019860170865604796,0.01792940403927396,-8.070157352168428,0.024685285020680153,0.021577282641228577,-6.057068004379457,0.1634072844614471,0.16742576035393403,0.17087392836089968
FSSH_g_plus,20.0,-10.0,1,Tully2,0.025166380459528768,0.027408027143607235,-8.528716323465542,0.02003920091774579,0.022185229095803546,-7.966591253376134,0.02459602597462347,0.02119232573531878,-6.187943135094508,0.1644451526349356,0.16956596392248702,0.1721934327576146
FSSH_g_jt,20.0,-10.0,1,Tully2,0.025253476481181286,0.02335568664152456,-8.403390624058785,0.018449402050269195,0.019977167510723252,-7.929651040003069,0.02484659960782003,0.027332031611545397,-5.746609584814865,0.159082206415036,0.1571526562351044,0.16440610038183037
IDA_FSSH_g_minus,20.0,-10.0,1,Tully2,0.0224175086845478,0.023746890465843544,-7.998145896600465,0.021525399320342215,0.019631927033392817,-7.657153794448517,0.0205624509595936,0.02269131049935846,-5.947364189673162,0.17470542859705385,0.1824295518498243,0.19136724630398524
FSSH_h_minus,20.0,-10.0,1,Tully2,0.025049243338810475,0.020778139781017814,-8.314828289304428,0.019456312707749907,0.017801160469970163,-7.848344805873512,0.02469672068343957,0.022270432156160314,-6.013908588875584,0.16540644578351196,0.16733791374663237,0.17417664364280644
FSSH_v_minus,20.0,-10.0,1,Tully2,0.024731198866533338,0.024095310817234733,-8.513671414800518,0.0192813477338714,0.017486555000615998,-7.910878874307674,0.02409578831502114,0.022239382687815362,-5.838785275536148,0.1650381840093589,0.165578984113191,0.1738186464768795
FSSH_g_minus,10.0,-6.0,0,Tully2,0.03619589788422205,0.03465736800273325,-5.144148528106106,0.017773158445378495,0.018400230074700954,-5.051731456828078,0.02467950878370138,0.025771086682270867,-3.7073036423922177,0.29190482830208997,0.2006171346558984,0.16811939704139142
FSSH_g_plus,10.0,-6.0,0,Tully2,0.035910863784590664,0.03422231090729536,-5.281351643500084,0.017956562471734064,0.018774495306746044,-5.334304174696169,0.024575600655956917,0.0262964256369087,-4.154865072558058,0.2927105037951825,0.20015608873060595,0.16683293707584937
FSSH_g_jt,10.0,-6.0,0,Tully2,0.03597906407502008,0.033989305468895566,-5.110409850564052,0.018308769591686775,0.01930094517263079,-5.141884289899688,0.02556282140304044,0.027713110439204967,-4.172098148934053,0.29068521118845786,0.20005000206300103,0.16797850197973463
IDA_FSSH_g_minus,10.0,-6.0,0,Tully2,0.03156009910713739,0.03608791076040526,-5.2409831220483865,0.01741744799980184,0.01810509428280894,-5.102777916288164,0.025032393294009584,0.02453907479158163,-3.6947496084265676,0.23055277857912723,0.2043979325228007,0.17494216549477137
FSSH_h_minus,10.0,-6.0,0,Tully2,0.036523556983638496,0.03431450102343806,-4.982133294644911,0.01758268464515528,0.01848057703266337,-4.876324156332237,0.02410410662568043,0.025226854430749915,-3.837011702783508,0.2919505219772398,0.1997426057434264,0.16605964793822373
FSSH_v_minus,10.0,-6.0,0,Tully2,0.03573788507155825,0.03481043700456119,-5.193581797321757,0.017672137980648275,0.01864679151475525,-5.17097648998472,0.02460352268323534,0.02571580554974611,-3.9821488914652545,0.2927339762266653,0.20003995278266315,0.16656080137822626
FSSH_g_minus,10.0,-6.0,1,Tully2,0.02898396458256016,0.03332585465522086,-5.431550399403902,0.02525195249664884,0.024955528785851448,-4.3194653741880105,0.02726171528132344,0.027455266583562867,-3.171622362997103,0.18634276434404984,0.19130404801196524,0.20044563079681885
FSSH_g_plus,10.0,-6.0,1,Tully2,0.028433912904947834,0.029104733767871576,-5.610028622708583,0.024986448326686613,0.023665628870740786,-4.37439750386379,0.0270707635309425,0.02575885092640863,-3.5478516010511143,0.18727623042238864,0.1957404464932263,0.20157203087747216
FSSH_g_jt,10.0,-6.0,1,Tully2,0.02830849214120985,0.02603466310716535,-5.606016174219804,0.026103480691085458,0.025410426545295572,-4.522870309063561,0.028002479175486168,0.028400073444221453,-3.6967903848325485,0.18789265425535506,0.19744032593077648,0.20385057428135236
IDA_FSSH_g_minus,10.0,-6.0,1,Tully2,0.029872385306396416,0.03056154813989878,-5.1020983088588,0.0306230620710264,0.029878174106980234,-4.2731100559423,0.02606339081193893,0.026549640160328476,-3.80291675852181,0.21492577996997145,0.21843044422554125,0.2562044056196095
FSSH_h_minus,10.0,-6.0,1,Tully2,0.02889494009467995,0.029999267681118453,-5.503947887113364,0.02460997967570601,0.027209303819821857,-4.609252328632474,0.026601751442709445,0.025099295802727715,-3.579762972291492,0.18663604044503115,0.19122877875481456,0.20007851079439717
FSSH_v_minus,10.0,-6.0,1,Tully2,0.028595670047659054,0.02875820535184642,-5.419611646837168,0.025052101089609844,0.0247676879048393,-4.307945661317737,0.026631052010845008,0.028127525354822467,-3.4385520474112523,0.18728849131913275,0.19122943665598216,0.20110195431453154
